id,sentenca,secao,entidade_texto,entidade_label,entidade_start,entidade_end,entidade_score
3475,"Cuida-se de ação penal ajuizada em face de Eudemberto Sampaio de Souza 
pela suposta prática do crime de redução à condição análoga de escravo e frustração de
direito assegurado por lei trabalhista, previstos, respectivamente, no art. 149 e art. 203,
ambos do Código Penal.",RELATORIO,##berto Sampaio de Souza,PESSOA,48.0,70.0,0.9994
3475,"Cuida-se de ação penal ajuizada em face de Eudemberto Sampaio de Souza 
pela suposta prática do crime de redução à condição análoga de escravo e frustração de
direito assegurado por lei trabalhista, previstos, respectivamente, no art. 149 e art. 203,
ambos do Código Penal.",RELATORIO,art,LEGISLACAO,230.0,233.0,0.9988
3475,"Cuida-se de ação penal ajuizada em face de Eudemberto Sampaio de Souza 
pela suposta prática do crime de redução à condição análoga de escravo e frustração de
direito assegurado por lei trabalhista, previstos, respectivamente, no art. 149 e art. 203,
ambos do Código Penal.",RELATORIO,". 149 e art. 203, ambos do Código Penal",LEGISLACAO,233.0,272.0,0.9986
3476,"Narra a inicial que o réu, entre os anos de 2014 a 25/10/2016, de forma 
consciente e livre, manteve 7 (sete) trabalhadores em acampamento montado na Vicinal
do Macapuxi, município de Uruará/PA, trabalhando em extração de madeiras em florestas
nativas.",DOS_FATOS,2014,TEMPO,44.0,48.0,0.9998
3476,"Narra a inicial que o réu, entre os anos de 2014 a 25/10/2016, de forma 
consciente e livre, manteve 7 (sete) trabalhadores em acampamento montado na Vicinal
do Macapuxi, município de Uruará/PA, trabalhando em extração de madeiras em florestas
nativas.",DOS_FATOS,25,TEMPO,51.0,53.0,0.9993
3476,"Narra a inicial que o réu, entre os anos de 2014 a 25/10/2016, de forma 
consciente e livre, manteve 7 (sete) trabalhadores em acampamento montado na Vicinal
do Macapuxi, município de Uruará/PA, trabalhando em extração de madeiras em florestas
nativas.",DOS_FATOS,/,TEMPO,53.0,54.0,0.9993
3476,"Narra a inicial que o réu, entre os anos de 2014 a 25/10/2016, de forma 
consciente e livre, manteve 7 (sete) trabalhadores em acampamento montado na Vicinal
do Macapuxi, município de Uruará/PA, trabalhando em extração de madeiras em florestas
nativas.",DOS_FATOS,10,TEMPO,54.0,56.0,0.9994
3476,"Narra a inicial que o réu, entre os anos de 2014 a 25/10/2016, de forma 
consciente e livre, manteve 7 (sete) trabalhadores em acampamento montado na Vicinal
do Macapuxi, município de Uruará/PA, trabalhando em extração de madeiras em florestas
nativas.",DOS_FATOS,/,TEMPO,56.0,57.0,0.999
3476,"Narra a inicial que o réu, entre os anos de 2014 a 25/10/2016, de forma 
consciente e livre, manteve 7 (sete) trabalhadores em acampamento montado na Vicinal
do Macapuxi, município de Uruará/PA, trabalhando em extração de madeiras em florestas
nativas.",DOS_FATOS,2016,TEMPO,57.0,61.0,0.9993
3476,"Narra a inicial que o réu, entre os anos de 2014 a 25/10/2016, de forma 
consciente e livre, manteve 7 (sete) trabalhadores em acampamento montado na Vicinal
do Macapuxi, município de Uruará/PA, trabalhando em extração de madeiras em florestas
nativas.",DOS_FATOS,Vic,LOCAL,150.0,153.0,0.9997
3476,"Narra a inicial que o réu, entre os anos de 2014 a 25/10/2016, de forma 
consciente e livre, manteve 7 (sete) trabalhadores em acampamento montado na Vicinal
do Macapuxi, município de Uruará/PA, trabalhando em extração de madeiras em florestas
nativas.",DOS_FATOS,##inal do Macapuxi,LOCAL,153.0,169.0,0.9996
3476,"Narra a inicial que o réu, entre os anos de 2014 a 25/10/2016, de forma 
consciente e livre, manteve 7 (sete) trabalhadores em acampamento montado na Vicinal
do Macapuxi, município de Uruará/PA, trabalhando em extração de madeiras em florestas
nativas.",DOS_FATOS,Uru,LOCAL,184.0,187.0,0.9994
3476,"Narra a inicial que o réu, entre os anos de 2014 a 25/10/2016, de forma 
consciente e livre, manteve 7 (sete) trabalhadores em acampamento montado na Vicinal
do Macapuxi, município de Uruará/PA, trabalhando em extração de madeiras em florestas
nativas.",DOS_FATOS,##ará,LOCAL,187.0,190.0,0.9995
3476,"Narra a inicial que o réu, entre os anos de 2014 a 25/10/2016, de forma 
consciente e livre, manteve 7 (sete) trabalhadores em acampamento montado na Vicinal
do Macapuxi, município de Uruará/PA, trabalhando em extração de madeiras em florestas
nativas.",DOS_FATOS,PA,LOCAL,191.0,193.0,0.9989
3477,"Durante fiscalização do Ministério do Trabalho em Emprego, os auditores se
depararam com trabalhadores nas funções de cozinheira, tratorista, ajudante de tratorista,
operador de motosserra, ajudante de tratorista, operador de pá carregadeira e gerente.",DOS_FATOS,Ministério do Trabalho em Emprego,ORGANIZACAO,24.0,57.0,0.9992
3478,"Na ocasião, os fiscais encontraram um acampamento improvisado com lona 
plástica, sem instalação sanitária, sem local adequado para preparo e consumo de
refeições, ausência de estruturas para acondicionamento de alimentos, sem fornecimento
de EPIs, sem acesso à água potável.",DOS_FATOS,,,,,
3479,"Além das condições operacionais da atividades, a
inicial narra a prática de violação de direitos trabalhistas como desrespeito a jornada de
trabalho e descanso semanal.",DOS_FATOS,,,,,
3480,"Na inicial, o MPF pede o reconhecimento do concurso material de crimes (art. 
69 do Código Penal).",RELATORIO,MP,ORGANIZACAO,14.0,16.0,0.9992
3480,"Na inicial, o MPF pede o reconhecimento do concurso material de crimes (art. 
69 do Código Penal).",RELATORIO,##F,ORGANIZACAO,16.0,17.0,0.9991
3480,"Na inicial, o MPF pede o reconhecimento do concurso material de crimes (art. 
69 do Código Penal).",RELATORIO,art,LEGISLACAO,72.0,75.0,0.9957
3480,"Na inicial, o MPF pede o reconhecimento do concurso material de crimes (art. 
69 do Código Penal).",RELATORIO,. 69 do Código Penal,LEGISLACAO,75.0,96.0,0.9957
3481,"Juntou cópia do Procedimento Investigatório Criminal – PIC 
1.00.000.005274/2017-96.",RELATORIO,P,JURISPRUDENCIA,55.0,56.0,0.8553
3481,"Juntou cópia do Procedimento Investigatório Criminal – PIC 
1.00.000.005274/2017-96.",RELATORIO,##IC 1. 00. 000. 005274 / 2017 - 96,JURISPRUDENCIA,56.0,83.0,0.8046
3482,A denúncia foi recebida em 03/05/2019 [id. 414437492 – Pág. 72].,RELATORIO,03,TEMPO,27.0,29.0,0.9993
3482,A denúncia foi recebida em 03/05/2019 [id. 414437492 – Pág. 72].,RELATORIO,/,TEMPO,29.0,30.0,0.9991
3482,A denúncia foi recebida em 03/05/2019 [id. 414437492 – Pág. 72].,RELATORIO,05,TEMPO,30.0,32.0,0.9992
3482,A denúncia foi recebida em 03/05/2019 [id. 414437492 – Pág. 72].,RELATORIO,/,TEMPO,32.0,33.0,0.9991
3482,A denúncia foi recebida em 03/05/2019 [id. 414437492 – Pág. 72].,RELATORIO,2019,TEMPO,33.0,37.0,0.9988
3483,"Em resposta à acusação, a defesa pede, genericamente, a absolvição do réu 
[id. Num. 924671733].",RELATORIO,,,,,
3484,"Na decisão id. 1144416757, o juízo afastou as hipóteses de absolvição 
sumária e determinou a instrução processual.",RELATORIO,decisão,JURISPRUDENCIA,3.0,10.0,0.6195
3484,"Na decisão id. 1144416757, o juízo afastou as hipóteses de absolvição 
sumária e determinou a instrução processual.",RELATORIO,. 1144416757,JURISPRUDENCIA,13.0,25.0,0.5699
3485,"Em audiência, foram ouvidas duas
testemunhas comuns e realizado o interrogatório do réu.",RELATORIO,,,,,
3486,"O MPF, em alegações finais orais, pede a condenação nos termos da inicial 
[id. Num. 2005950651].",RELATORIO,MP,ORGANIZACAO,2.0,4.0,0.9993
3486,"O MPF, em alegações finais orais, pede a condenação nos termos da inicial 
[id. Num. 2005950651].",RELATORIO,##F,ORGANIZACAO,4.0,5.0,0.9992
3487,"Alegações finais da defesa no id. 2014004669, pede absolvição
por ausência de dolo.",RELATORIO,,,,,
3488,Vieram os autos conclusos.,RELATORIO,,,,,
3489,Relatados.,RELATORIO,,,,,
3490,Passo a decisão.,OUTROS,,,,,
3491,2 FUNDAMENTAÇÃO,OUTROS,,,,,
3492,2.1 Redução à condição análoga à de escravo (art. 149 do Código Penal),FUNDAMENTACAO,art,LEGISLACAO,45.0,48.0,0.9998
3492,2.1 Redução à condição análoga à de escravo (art. 149 do Código Penal),FUNDAMENTACAO,. 149 do Código Penal,LEGISLACAO,48.0,69.0,0.9998
3493,Estabelece o art. 149 do Código Penal:,FUNDAMENTACAO,art,LEGISLACAO,13.0,16.0,0.9997
3493,Estabelece o art. 149 do Código Penal:,FUNDAMENTACAO,. 149 do Código Penal,LEGISLACAO,16.0,37.0,0.9996
3494,Redução a condição análoga à de escravo,FUNDAMENTACAO,,,,,
3495,"Art. 149. Reduzir alguém a condição análoga à de escravo, quer submetendo-o a trabalhos 
forçados ou a jornada exaustiva, quer sujeitando-o a condições degradantes de trabalho, 
quer restringindo, por qualquer meio, sua locomoção em razão de dívida contraída com o 
empregador ou preposto: (Redação dada pela Lei no 10.803, de 11.12.2003)",FUNDAMENTACAO,Lei no 10. 803,LEGISLACAO,309.0,322.0,0.9999
3495,"Art. 149. Reduzir alguém a condição análoga à de escravo, quer submetendo-o a trabalhos 
forçados ou a jornada exaustiva, quer sujeitando-o a condições degradantes de trabalho, 
quer restringindo, por qualquer meio, sua locomoção em razão de dívida contraída com o 
empregador ou preposto: (Redação dada pela Lei no 10.803, de 11.12.2003)",FUNDAMENTACAO,11,TEMPO,327.0,329.0,0.9999
3495,"Art. 149. Reduzir alguém a condição análoga à de escravo, quer submetendo-o a trabalhos 
forçados ou a jornada exaustiva, quer sujeitando-o a condições degradantes de trabalho, 
quer restringindo, por qualquer meio, sua locomoção em razão de dívida contraída com o 
empregador ou preposto: (Redação dada pela Lei no 10.803, de 11.12.2003)",FUNDAMENTACAO,.,TEMPO,329.0,330.0,0.9999
3495,"Art. 149. Reduzir alguém a condição análoga à de escravo, quer submetendo-o a trabalhos 
forçados ou a jornada exaustiva, quer sujeitando-o a condições degradantes de trabalho, 
quer restringindo, por qualquer meio, sua locomoção em razão de dívida contraída com o 
empregador ou preposto: (Redação dada pela Lei no 10.803, de 11.12.2003)",FUNDAMENTACAO,12,TEMPO,330.0,332.0,0.9999
3495,"Art. 149. Reduzir alguém a condição análoga à de escravo, quer submetendo-o a trabalhos 
forçados ou a jornada exaustiva, quer sujeitando-o a condições degradantes de trabalho, 
quer restringindo, por qualquer meio, sua locomoção em razão de dívida contraída com o 
empregador ou preposto: (Redação dada pela Lei no 10.803, de 11.12.2003)",FUNDAMENTACAO,.,TEMPO,332.0,333.0,0.9999
3495,"Art. 149. Reduzir alguém a condição análoga à de escravo, quer submetendo-o a trabalhos 
forçados ou a jornada exaustiva, quer sujeitando-o a condições degradantes de trabalho, 
quer restringindo, por qualquer meio, sua locomoção em razão de dívida contraída com o 
empregador ou preposto: (Redação dada pela Lei no 10.803, de 11.12.2003)",FUNDAMENTACAO,2003,TEMPO,333.0,337.0,0.9999
3496,"Pena - reclusão, de dois a oito anos, e multa, além da pena correspondente à violência.",FUNDAMENTACAO,,,,,
3497,"A Lei 10.803/2003 enumera, de forma exaustiva, os comportamentos que 
configuram o delito que, descritos a seguir, correspondem a descrição na denúncia
examinada:",FUNDAMENTACAO,Lei 10. 803 / 2003,LEGISLACAO,2.0,17.0,0.999
3498,1 - submeter a vítima a trabalhos forçados (caput);,FUNDAMENTACAO,,,,,
3499,2 - submetê-la a jornada exaustiva (caput);,FUNDAMENTACAO,,,,,
3500,3 - sujeitá-la a condições degradantes de trabalho (caput);,FUNDAMENTACAO,,,,,
3501,"4 - restringir, por qualquer meio, sua locomoção em razão de dívida contraída 
com o empregador ou o preposto (caput);",FUNDAMENTACAO,,,,,
3502,"5 - cercear o uso de qualquer meio de transporte por parte do trabalhador,
com o fim de retê-lo no local de trabalho (§ 1o, I);",FUNDAMENTACAO,,,,,
3503,"6 - manter vigilância ostensiva no local de trabalho ou se apoderar de 
documentos ou objetos pessoais do trabalhador, com o fim de retê-lo no local 
de trabalho (§ 1o, II).",FUNDAMENTACAO,,,,,
3504,"O tipo penal analisado prevê conduta de tipo misto alternativo, ou de 
conteúdo variado, que atinge a consumação com a tão só prática de um dos núcleos
descritos, de modo que, a contrario sensu, a prática de mais de um verbo nuclear não
caracteriza novo crime, podendo ser valorado com maior censura o que afeta a dosagem
de penal final.",FUNDAMENTACAO,,,,,
3505,"A natureza do tipo penal não exige para a consumação do delito a efetiva 
restrição de liberdade dos trabalhados em condição degradante.",FUNDAMENTACAO,,,,,
3506,"Trata-se apenas de uma
figura equiparada que também consuma o crime descrito no artigo.",FUNDAMENTACAO,,,,,
3507,"Em relação a esse
aspecto, em razão da afirmação constante nos documentos, e nos depoimentos
testemunhais, de que não havia efetivamente restrição da liberdade com cerceamento
mediante vigilância constante de um terceiro, entendo que o elemento da liberdade,
esses casos, exige análise mais ampla.",FUNDAMENTACAO,,,,,
3508,"Eis que embora não houvesse vigilância
ostensiva, os trabalhadores realizavam as atividades em local extremamente ermo, sem
meio de transporte adequado para saída ou fuga, pois embora houvesse notícia da
existência de uma moto no local, se tratavam de sete trabalhadores que, em uma
eventualidade, não conseguiriam evadir-se.",FUNDAMENTACAO,,,,,
3509,"Não obstante, entende o Superior Tribunal de Justiça que o art. 149 tutela a 
liberdade individual dos trabalhadores, mas também a sua dignidade humana.",FUNDAMENTACAO,Superior Tribunal de Justiça,ORGANIZACAO,24.0,52.0,0.9998
3510,"Uma vez
violado um dos bens jurídicos, está consumado o crime em questão.",FUNDAMENTACAO,,,,,
3511,"Da mesma forma
tem entendido os Tribunais Regionais Federais conforme julgados colhidos a seguir:",FUNDAMENTACAO,,,,,
3512,"RECURSO ORDINÁRIO EM HABEAS CORPUS. REDUÇÃO A CONDIÇÃO ANÁLOGA À 
DE ESCRAVO, FRUSTRAÇÃO DE DIREITO PREVISTO EM LEI TRABALHISTA, E 
ALICIAMENTO DE TRABALHADORES (ARTIGOS 149, CAPUT, 203, CAPUT, § 1o, INCISO 
I E § 2o, ARTIGO 207, §§ 1o E 2o, TODOS DO CÓDIGO PENAL). ALEGADA ABSORÇÃO 
DOS DELITOS PREVISTOS NOS ARTIGOS 203 E 207 PELO ILÍCITO DISPOSTO NO 
ARTIGO 149 DO ESTATUTO REPRESSIVO.",FUNDAMENTACAO,AR,LEGISLACAO,162.0,164.0,0.997
3512,"RECURSO ORDINÁRIO EM HABEAS CORPUS. REDUÇÃO A CONDIÇÃO ANÁLOGA À 
DE ESCRAVO, FRUSTRAÇÃO DE DIREITO PREVISTO EM LEI TRABALHISTA, E 
ALICIAMENTO DE TRABALHADORES (ARTIGOS 149, CAPUT, 203, CAPUT, § 1o, INCISO 
I E § 2o, ARTIGO 207, §§ 1o E 2o, TODOS DO CÓDIGO PENAL). ALEGADA ABSORÇÃO 
DOS DELITOS PREVISTOS NOS ARTIGOS 203 E 207 PELO ILÍCITO DISPOSTO NO 
ARTIGO 149 DO ESTATUTO REPRESSIVO.",FUNDAMENTACAO,##TI,LEGISLACAO,164.0,166.0,0.9969
3512,"RECURSO ORDINÁRIO EM HABEAS CORPUS. REDUÇÃO A CONDIÇÃO ANÁLOGA À 
DE ESCRAVO, FRUSTRAÇÃO DE DIREITO PREVISTO EM LEI TRABALHISTA, E 
ALICIAMENTO DE TRABALHADORES (ARTIGOS 149, CAPUT, 203, CAPUT, § 1o, INCISO 
I E § 2o, ARTIGO 207, §§ 1o E 2o, TODOS DO CÓDIGO PENAL). ALEGADA ABSORÇÃO 
DOS DELITOS PREVISTOS NOS ARTIGOS 203 E 207 PELO ILÍCITO DISPOSTO NO 
ARTIGO 149 DO ESTATUTO REPRESSIVO.",FUNDAMENTACAO,##GO,LEGISLACAO,166.0,168.0,0.9962
3512,"RECURSO ORDINÁRIO EM HABEAS CORPUS. REDUÇÃO A CONDIÇÃO ANÁLOGA À 
DE ESCRAVO, FRUSTRAÇÃO DE DIREITO PREVISTO EM LEI TRABALHISTA, E 
ALICIAMENTO DE TRABALHADORES (ARTIGOS 149, CAPUT, 203, CAPUT, § 1o, INCISO 
I E § 2o, ARTIGO 207, §§ 1o E 2o, TODOS DO CÓDIGO PENAL). ALEGADA ABSORÇÃO 
DOS DELITOS PREVISTOS NOS ARTIGOS 203 E 207 PELO ILÍCITO DISPOSTO NO 
ARTIGO 149 DO ESTATUTO REPRESSIVO.",FUNDAMENTACAO,"##S 149, CAPUT, 203, CAPUT, § 1o, INCISO I E § 2o, ARTIGO 207, § § 1o E 2o, TODOS DO CÓDIGO PENAL",LEGISLACAO,168.0,263.0,0.9966
3513,"NECESSIDADE DE REVOLVIMENTO DE
MATÉRIA FÁTICO-PROBATÓRIA.",FUNDAMENTACAO,,,,,
3514,"Para se verificar se a frustração de direitos assegurados 
por lei trabalhista e o aliciamento de trabalhadores de um local para o outro do território 
nacional teriam ou não se esgotado no crime tipificado no artigo 149 do Código Penal, seria 
indispensável averiguar o contexto em que as infrações foram cometidas, providência que é 
vedada na via eleita, pois demanda o revolvimento de matéria fático-probatória.",FUNDAMENTACAO,artigo 149 do Código Penal,LEGISLACAO,210.0,236.0,0.9999
3515,"AVENTADA
INCOMPETÊNCIA DA JUSTIÇA FEDERAL PARA PROCESSAR E JULGAR O CRIME DE 
REDUÇÃO A CONDIÇÃO ANÁLOGA À DE ESCRAVO. VIOLAÇÃO À ORGANIZAÇÃO DO 
TRABALHO. IMPOSSIBILIDADE DE SUBMISSÃO DO FEITO À JUSTIÇA ESTADUAL. 1.",FUNDAMENTACAO,,,,,
3516,"Com o advento da Lei 10.803/2003, que alterou o tipo previsto do artigo 149 da Lei Penal, 
passou-se a entender que o bem jurídico por ele tutelado deixou de ser apenas a 
liberdade individual, passando a abranger também a organização do trabalho, motivo 
pelo qual a competência para processá-lo e julgá-lo é da Justiça Federal. (RHC n. 
41.003/PI, relator Ministro Jorge Mussi, Quinta Turma, julgado em 10/12/2013, DJe de 
3/2/2014.)",FUNDAMENTACAO,Lei 10. 803 / 2003,LEGISLACAO,17.0,32.0,0.9999
3516,"Com o advento da Lei 10.803/2003, que alterou o tipo previsto do artigo 149 da Lei Penal, 
passou-se a entender que o bem jurídico por ele tutelado deixou de ser apenas a 
liberdade individual, passando a abranger também a organização do trabalho, motivo 
pelo qual a competência para processá-lo e julgá-lo é da Justiça Federal. (RHC n. 
41.003/PI, relator Ministro Jorge Mussi, Quinta Turma, julgado em 10/12/2013, DJe de 
3/2/2014.)",FUNDAMENTACAO,artigo 149 da Lei Penal,LEGISLACAO,65.0,88.0,0.9998
3516,"Com o advento da Lei 10.803/2003, que alterou o tipo previsto do artigo 149 da Lei Penal, 
passou-se a entender que o bem jurídico por ele tutelado deixou de ser apenas a 
liberdade individual, passando a abranger também a organização do trabalho, motivo 
pelo qual a competência para processá-lo e julgá-lo é da Justiça Federal. (RHC n. 
41.003/PI, relator Ministro Jorge Mussi, Quinta Turma, julgado em 10/12/2013, DJe de 
3/2/2014.)",FUNDAMENTACAO,R,JURISPRUDENCIA,331.0,332.0,0.9996
3516,"Com o advento da Lei 10.803/2003, que alterou o tipo previsto do artigo 149 da Lei Penal, 
passou-se a entender que o bem jurídico por ele tutelado deixou de ser apenas a 
liberdade individual, passando a abranger também a organização do trabalho, motivo 
pelo qual a competência para processá-lo e julgá-lo é da Justiça Federal. (RHC n. 
41.003/PI, relator Ministro Jorge Mussi, Quinta Turma, julgado em 10/12/2013, DJe de 
3/2/2014.)",FUNDAMENTACAO,##HC n. 41. 003 / PI,JURISPRUDENCIA,332.0,348.0,0.9995
3516,"Com o advento da Lei 10.803/2003, que alterou o tipo previsto do artigo 149 da Lei Penal, 
passou-se a entender que o bem jurídico por ele tutelado deixou de ser apenas a 
liberdade individual, passando a abranger também a organização do trabalho, motivo 
pelo qual a competência para processá-lo e julgá-lo é da Justiça Federal. (RHC n. 
41.003/PI, relator Ministro Jorge Mussi, Quinta Turma, julgado em 10/12/2013, DJe de 
3/2/2014.)",FUNDAMENTACAO,Jorge Mussi,PESSOA,367.0,378.0,0.9999
3516,"Com o advento da Lei 10.803/2003, que alterou o tipo previsto do artigo 149 da Lei Penal, 
passou-se a entender que o bem jurídico por ele tutelado deixou de ser apenas a 
liberdade individual, passando a abranger também a organização do trabalho, motivo 
pelo qual a competência para processá-lo e julgá-lo é da Justiça Federal. (RHC n. 
41.003/PI, relator Ministro Jorge Mussi, Quinta Turma, julgado em 10/12/2013, DJe de 
3/2/2014.)",FUNDAMENTACAO,Quinta Turma,ORGANIZACAO,380.0,392.0,0.9999
3516,"Com o advento da Lei 10.803/2003, que alterou o tipo previsto do artigo 149 da Lei Penal, 
passou-se a entender que o bem jurídico por ele tutelado deixou de ser apenas a 
liberdade individual, passando a abranger também a organização do trabalho, motivo 
pelo qual a competência para processá-lo e julgá-lo é da Justiça Federal. (RHC n. 
41.003/PI, relator Ministro Jorge Mussi, Quinta Turma, julgado em 10/12/2013, DJe de 
3/2/2014.)",FUNDAMENTACAO,10,TEMPO,405.0,407.0,0.9999
3516,"Com o advento da Lei 10.803/2003, que alterou o tipo previsto do artigo 149 da Lei Penal, 
passou-se a entender que o bem jurídico por ele tutelado deixou de ser apenas a 
liberdade individual, passando a abranger também a organização do trabalho, motivo 
pelo qual a competência para processá-lo e julgá-lo é da Justiça Federal. (RHC n. 
41.003/PI, relator Ministro Jorge Mussi, Quinta Turma, julgado em 10/12/2013, DJe de 
3/2/2014.)",FUNDAMENTACAO,/,TEMPO,407.0,408.0,0.9999
3516,"Com o advento da Lei 10.803/2003, que alterou o tipo previsto do artigo 149 da Lei Penal, 
passou-se a entender que o bem jurídico por ele tutelado deixou de ser apenas a 
liberdade individual, passando a abranger também a organização do trabalho, motivo 
pelo qual a competência para processá-lo e julgá-lo é da Justiça Federal. (RHC n. 
41.003/PI, relator Ministro Jorge Mussi, Quinta Turma, julgado em 10/12/2013, DJe de 
3/2/2014.)",FUNDAMENTACAO,12,TEMPO,408.0,410.0,0.9999
3516,"Com o advento da Lei 10.803/2003, que alterou o tipo previsto do artigo 149 da Lei Penal, 
passou-se a entender que o bem jurídico por ele tutelado deixou de ser apenas a 
liberdade individual, passando a abranger também a organização do trabalho, motivo 
pelo qual a competência para processá-lo e julgá-lo é da Justiça Federal. (RHC n. 
41.003/PI, relator Ministro Jorge Mussi, Quinta Turma, julgado em 10/12/2013, DJe de 
3/2/2014.)",FUNDAMENTACAO,/,TEMPO,410.0,411.0,0.9999
3516,"Com o advento da Lei 10.803/2003, que alterou o tipo previsto do artigo 149 da Lei Penal, 
passou-se a entender que o bem jurídico por ele tutelado deixou de ser apenas a 
liberdade individual, passando a abranger também a organização do trabalho, motivo 
pelo qual a competência para processá-lo e julgá-lo é da Justiça Federal. (RHC n. 
41.003/PI, relator Ministro Jorge Mussi, Quinta Turma, julgado em 10/12/2013, DJe de 
3/2/2014.)",FUNDAMENTACAO,2013,TEMPO,411.0,415.0,0.9999
3516,"Com o advento da Lei 10.803/2003, que alterou o tipo previsto do artigo 149 da Lei Penal, 
passou-se a entender que o bem jurídico por ele tutelado deixou de ser apenas a 
liberdade individual, passando a abranger também a organização do trabalho, motivo 
pelo qual a competência para processá-lo e julgá-lo é da Justiça Federal. (RHC n. 
41.003/PI, relator Ministro Jorge Mussi, Quinta Turma, julgado em 10/12/2013, DJe de 
3/2/2014.)",FUNDAMENTACAO,3,TEMPO,425.0,426.0,0.9996
3516,"Com o advento da Lei 10.803/2003, que alterou o tipo previsto do artigo 149 da Lei Penal, 
passou-se a entender que o bem jurídico por ele tutelado deixou de ser apenas a 
liberdade individual, passando a abranger também a organização do trabalho, motivo 
pelo qual a competência para processá-lo e julgá-lo é da Justiça Federal. (RHC n. 
41.003/PI, relator Ministro Jorge Mussi, Quinta Turma, julgado em 10/12/2013, DJe de 
3/2/2014.)",FUNDAMENTACAO,/,TEMPO,426.0,427.0,0.9995
3516,"Com o advento da Lei 10.803/2003, que alterou o tipo previsto do artigo 149 da Lei Penal, 
passou-se a entender que o bem jurídico por ele tutelado deixou de ser apenas a 
liberdade individual, passando a abranger também a organização do trabalho, motivo 
pelo qual a competência para processá-lo e julgá-lo é da Justiça Federal. (RHC n. 
41.003/PI, relator Ministro Jorge Mussi, Quinta Turma, julgado em 10/12/2013, DJe de 
3/2/2014.)",FUNDAMENTACAO,2,TEMPO,427.0,428.0,0.9996
3516,"Com o advento da Lei 10.803/2003, que alterou o tipo previsto do artigo 149 da Lei Penal, 
passou-se a entender que o bem jurídico por ele tutelado deixou de ser apenas a 
liberdade individual, passando a abranger também a organização do trabalho, motivo 
pelo qual a competência para processá-lo e julgá-lo é da Justiça Federal. (RHC n. 
41.003/PI, relator Ministro Jorge Mussi, Quinta Turma, julgado em 10/12/2013, DJe de 
3/2/2014.)",FUNDAMENTACAO,/,TEMPO,428.0,429.0,0.9996
3516,"Com o advento da Lei 10.803/2003, que alterou o tipo previsto do artigo 149 da Lei Penal, 
passou-se a entender que o bem jurídico por ele tutelado deixou de ser apenas a 
liberdade individual, passando a abranger também a organização do trabalho, motivo 
pelo qual a competência para processá-lo e julgá-lo é da Justiça Federal. (RHC n. 
41.003/PI, relator Ministro Jorge Mussi, Quinta Turma, julgado em 10/12/2013, DJe de 
3/2/2014.)",FUNDAMENTACAO,2014,TEMPO,429.0,433.0,0.9995
3517,"DIREITO PENAL E PROCESSO PENAL. INÉPCIA DA INICIAL. INEXISTÊNCIA. MÉRITO. 
REDUÇÃO A CONDIÇÃO ANÁLOGA À DE ESCRAVO. ARTIGO 149 DO CP. 
ATIPICIDADE. IN DUBIO PRO REO. ABSOLVIÇÃO. FRUSTRAÇÃO DE DIREITO 
ASSEGURADO POR LEI TRABALHISTA. ARTIGO 203 DO CP. AUTORIA, 
MATERIALIDADE E DOLO COMPROVADOS. FRAUDE. MANUTENÇÃO DA 
CONDENAÇÃO. PRECEDENTES.",FUNDAMENTACAO,AR,LEGISLACAO,116.0,118.0,0.9989
3517,"DIREITO PENAL E PROCESSO PENAL. INÉPCIA DA INICIAL. INEXISTÊNCIA. MÉRITO. 
REDUÇÃO A CONDIÇÃO ANÁLOGA À DE ESCRAVO. ARTIGO 149 DO CP. 
ATIPICIDADE. IN DUBIO PRO REO. ABSOLVIÇÃO. FRUSTRAÇÃO DE DIREITO 
ASSEGURADO POR LEI TRABALHISTA. ARTIGO 203 DO CP. AUTORIA, 
MATERIALIDADE E DOLO COMPROVADOS. FRAUDE. MANUTENÇÃO DA 
CONDENAÇÃO. PRECEDENTES.",FUNDAMENTACAO,##TI,LEGISLACAO,118.0,120.0,0.999
3517,"DIREITO PENAL E PROCESSO PENAL. INÉPCIA DA INICIAL. INEXISTÊNCIA. MÉRITO. 
REDUÇÃO A CONDIÇÃO ANÁLOGA À DE ESCRAVO. ARTIGO 149 DO CP. 
ATIPICIDADE. IN DUBIO PRO REO. ABSOLVIÇÃO. FRUSTRAÇÃO DE DIREITO 
ASSEGURADO POR LEI TRABALHISTA. ARTIGO 203 DO CP. AUTORIA, 
MATERIALIDADE E DOLO COMPROVADOS. FRAUDE. MANUTENÇÃO DA 
CONDENAÇÃO. PRECEDENTES.",FUNDAMENTACAO,##GO 149 DO CP,LEGISLACAO,120.0,132.0,0.9988
3517,"DIREITO PENAL E PROCESSO PENAL. INÉPCIA DA INICIAL. INEXISTÊNCIA. MÉRITO. 
REDUÇÃO A CONDIÇÃO ANÁLOGA À DE ESCRAVO. ARTIGO 149 DO CP. 
ATIPICIDADE. IN DUBIO PRO REO. ABSOLVIÇÃO. FRUSTRAÇÃO DE DIREITO 
ASSEGURADO POR LEI TRABALHISTA. ARTIGO 203 DO CP. AUTORIA, 
MATERIALIDADE E DOLO COMPROVADOS. FRAUDE. MANUTENÇÃO DA 
CONDENAÇÃO. PRECEDENTES.",FUNDAMENTACAO,AR,LEGISLACAO,233.0,235.0,0.9996
